source_id,target_id,type,relation,polarity,stance_score,intensity,relation_subtype,evidence,confidence,article_id,segment_id
瞿秋白,article:38ae38913d4c,WROTE,WROTE,neutral,0,0,,,,瞿秋白_000_a4753ce4,
瞿秋白,article:0759cb81c2c9,WROTE,WROTE,neutral,0,0,,,,瞿秋白_001_3dbfe529,
article:38ae38913d4c,segment:452b0359151f,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0004
article:0759cb81c2c9,segment:a51de353ac33,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_001_3dbfe529,瞿秋白_001_3dbfe529_s0001
article:38ae38913d4c,segment:96821ed907ee,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0016
article:38ae38913d4c,segment:9cb723bf3134,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0012
article:0759cb81c2c9,segment:bdcdbf198703,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_001_3dbfe529,瞿秋白_001_3dbfe529_s0007
article:38ae38913d4c,segment:93a7de67862c,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
article:0759cb81c2c9,segment:bb8b4ccc0515,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_001_3dbfe529,瞿秋白_001_3dbfe529_s0005
article:0759cb81c2c9,segment:d3dcf6423328,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_001_3dbfe529,瞿秋白_001_3dbfe529_s0003
article:38ae38913d4c,segment:4e399de99a39,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0014
segment:93a7de67862c,entity:5cf786d1976d,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的旧派唯物论,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:a3231dcf8279,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的唯用主义,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:2e5f319df03c,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的黑智儿,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:db86bca791c1,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的黑智儿的历史哲学,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:29dd768e7e61,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的客观的唯心论,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:736b0ce1a4eb,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的希腊史,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:24aedfb14feb,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的真美个性之创造过程,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
segment:93a7de67862c,entity:2e9e29a3a91c,MENTIONS,MENTIONS,neutral,0,0,,文本中提及的艺术作品的实现,,瞿秋白_000_a4753ce4,瞿秋白_000_a4753ce4_s0002
