source_id,target_id,type,relation,polarity,stance_score,intensity,relation_subtype,evidence,confidence,article_id,segment_id
甘蛰仙,article:407925f8a857,WROTE,WROTE,neutral,0,0,,,,甘蛰仙_000_6b354fa0,
article:407925f8a857,segment:0a1b924e1047,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0006
article:407925f8a857,segment:ba04970f730a,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
article:407925f8a857,segment:036c2db21d98,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0010
article:407925f8a857,segment:2fae11da977c,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0007
article:407925f8a857,segment:844b17c2bcc8,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0002
article:407925f8a857,segment:30d7e4f32c29,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0009
segment:ba04970f730a,entity:eb31f74eece6,MENTIONS,MENTIONS,neutral,0,0,,文本中明确讨论,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
segment:ba04970f730a,entity:d5dff84f1599,MENTIONS,MENTIONS,neutral,0,0,,文本中明确讨论,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
segment:ba04970f730a,entity:e380d3d7ec17,MENTIONS,MENTIONS,neutral,0,0,,文本中明确讨论,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
segment:ba04970f730a,entity:81e231b97930,MENTIONS,MENTIONS,neutral,0,0,,多次出现,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
segment:ba04970f730a,entity:322293d5d9d4,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
segment:ba04970f730a,entity:872cf70e0a89,MENTIONS,MENTIONS,neutral,0,0,,文本中提及,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
segment:ba04970f730a,entity:7c854d081ce3,MENTIONS,MENTIONS,neutral,0,0,,文本中多次出现,,甘蛰仙_000_6b354fa0,甘蛰仙_000_6b354fa0_s0000
