source_id,target_id,type,relation,polarity,stance_score,intensity,relation_subtype,evidence,confidence,article_id,segment_id
王星拱,article:2e2a0f76d038,WROTE,WROTE,neutral,0,0,,,,王星拱_000_4d6fdc04,
article:2e2a0f76d038,segment:21f5e633531d,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0013
article:2e2a0f76d038,segment:dda8014a84ab,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0012
article:2e2a0f76d038,segment:f58af0071f24,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0002
article:2e2a0f76d038,segment:da1cac99ce33,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
article:2e2a0f76d038,segment:01e1ef19aab2,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0009
article:2e2a0f76d038,segment:1050d1b4205c,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0004
article:2e2a0f76d038,segment:fb2bcf436fe8,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0003
segment:da1cac99ce33,entity:dc4cd08803b6,MENTIONS,MENTIONS,neutral,0,0,,原始文本第一句,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:00bca7507ba2,MENTIONS,MENTIONS,neutral,0,0,,原始文本第一句,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:6157add25ecb,MENTIONS,MENTIONS,neutral,0,0,,原始文本中提及,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:35e46fd27a8a,MENTIONS,MENTIONS,neutral,0,0,,原始文本中提及,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:0a5d9170d332,MENTIONS,MENTIONS,neutral,0,0,,核心讨论概念,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:67821481a750,MENTIONS,MENTIONS,neutral,0,0,,核心讨论概念,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:78b798906628,MENTIONS,MENTIONS,neutral,0,0,,原始文本中定义,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:ec97754419d8,MENTIONS,MENTIONS,neutral,0,0,,原始文本中提及,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:1b6bf6f8f873,MENTIONS,MENTIONS,neutral,0,0,,原始文本中提及,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:acdd84b632a2,MENTIONS,MENTIONS,neutral,0,0,,原始文本中提及,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:4fec08d7f8d6,MENTIONS,MENTIONS,neutral,0,0,,原始文本中比喻,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:084c79dc62d3,MENTIONS,MENTIONS,neutral,0,0,,原始文本中比喻,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
segment:da1cac99ce33,entity:5ba0b3a842d5,MENTIONS,MENTIONS,neutral,0,0,,原始文本中提及,,王星拱_000_4d6fdc04,王星拱_000_4d6fdc04_s0000
