source_id,target_id,type,relation,polarity,stance_score,intensity,relation_subtype,evidence,confidence,article_id,segment_id
林宰平,article:7e0b1b8e59b3,WROTE,WROTE,neutral,0,0,,,,林宰平_000_acbbe922,
article:7e0b1b8e59b3,segment:0c7d9f1dcb8d,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0029
article:7e0b1b8e59b3,segment:4d45637c76c0,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0004
article:7e0b1b8e59b3,segment:f5d0365f501c,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0024
article:7e0b1b8e59b3,segment:2e82757b893f,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0017
article:7e0b1b8e59b3,segment:84dfd4feba2f,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0025
article:7e0b1b8e59b3,segment:2497753f3bd9,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0032
article:7e0b1b8e59b3,segment:d8ca7e6a6cc9,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0019
article:7e0b1b8e59b3,segment:871871eff021,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0000
article:7e0b1b8e59b3,segment:9509d2026fcc,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0009
article:7e0b1b8e59b3,segment:09db80d6c86d,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0008
article:7e0b1b8e59b3,segment:91df29fea2ff,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0007
article:7e0b1b8e59b3,segment:baf5aaec9ed0,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0006
article:7e0b1b8e59b3,segment:6d39317dfd34,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0014
article:7e0b1b8e59b3,segment:69f727f632ff,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0021
article:7e0b1b8e59b3,segment:afe3d62102d5,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0023
article:7e0b1b8e59b3,segment:e63eb74b2d41,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0003
article:7e0b1b8e59b3,segment:4bd3ea8df32c,HAS_SEGMENT,HAS_SEGMENT,neutral,0,0,,,,林宰平_000_acbbe922,林宰平_000_acbbe922_s0031
